"","Constituency.Name","Electorate","Votes","Lab","Con","LD","Grn","UKIP","SNP","year","leave"
"336","Croydon Central",76349,49667,16688,19567,6553,581,997,0,2010,0.5031024069
"337","Croydon Central",78171,52941,22588,22753,1152,1454,4810,0,2015,0.5031024069
"338","Croydon North",85941,53522,0,12149,1919,2515,2899,0,2015,0.4116806604
"339","Croydon North",85216,51676,28947,12466,7226,1017,891,0,2010,0.4116806604
"340","Croydon South",81303,56322,11287,28684,12866,981,2504,0,2010,0.4580567492
"341","Croydon South",82010,57712,14308,31448,3448,2154,6068,0,2015,0.4580567492
"342","Cumbernauld, Kilsyth & Kirkintilloch East",64037,41150,23549,3407,3924,0,0,9794,2010,NA
"343","Cumbernauld, Kilsyth & Kirkintilloch East",67088,49382,14820,3891,1099,0,0,29572,2015,NA
"344","Cynon Valley",51422,30472,14532,3676,830,799,4976,0,2015,0.5696266259
"345","Cynon Valley",50650,29876,15681,3010,4120,0,1001,0,2010,0.5696266259
"346","Dagenham & Rainham",69764,44232,17813,15183,3806,296,1569,0,2010,NA
"347","Dagenham & Rainham",69128,43050,17830,10492,717,806,12850,0,2015,NA
"348","Darlington",65851,41141,17637,14479,1966,1444,5392,0,2015,0.5806846735
"349","Darlington",68168,42896,16891,13503,10046,0,1194,0,2010,0.5806846735
"350","Dartford",75209,52418,13325,25670,1454,1324,10434,0,2015,0.6403580012
"351","Dartford",76271,50080,13800,24428,7361,0,1842,0,2010,0.6403580012
"352","Daventry",71452,51774,8168,29252,10064,770,2333,0,2010,0.5875854112
"353","Daventry",72873,52518,9491,30550,2352,1829,8296,0,2015,0.5875854112
"354","Delyn",53470,36984,15083,12811,5747,0,655,0,2010,0.5477104
"355","Delyn",53639,37457,15187,12257,1380,680,6150,0,2015,0.5477104
"356","Denton & Reddish",66141,38681,19661,9150,957,1466,7225,0,2015,NA
"357","Denton & Reddish",66330,37635,19191,9360,6727,0,2060,0,2010,NA
"358","Derby North",71474,45080,14896,14283,12638,0,829,0,2010,0.5373816638
"359","Derby North",69794,44745,16361,16402,3832,1618,6532,0,2015,0.5373816638
"360","Derby South",70999,41188,17851,11729,8430,0,1821,0,2010,0.6161100009
"361","Derby South",70240,40820,20007,11179,1717,1208,6341,0,2015,0.6161100009
"362","Derbyshire Dales",63476,47361,10761,24805,3965,2173,5508,0,2015,0.5128574119
"363","Derbyshire Dales",63376,46780,9061,24378,10512,772,1779,0,2010,0.5128574119
"364","Derbyshire Mid",67477,47729,12134,24908,2292,1898,6497,0,2015,NA
"365","Derbyshire Mid",66074,47342,11585,22877,9711,0,1252,0,2010,NA
"366","Derbyshire North East",71445,47948,19488,17605,2004,1059,7631,0,2015,NA
"367","Derbyshire North East",71398,47034,17948,15503,10947,0,2636,0,2010,NA
"368","Derbyshire South",73923,50762,13595,25066,1887,1216,8998,0,2015,NA
"369","Derbyshire South",70608,50419,15807,22935,8012,0,1206,0,2010,NA
"370","Devizes",67379,46340,4711,25519,12514,813,2076,0,2010,0.5146439081
"371","Devizes",69205,49006,6360,28295,3954,2853,7544,0,2015,0.5146439081
"372","Devon Central",71203,53873,3715,27737,18507,1044,2870,0,2010,NA
"373","Devon Central",72737,54448,6985,28436,6643,4866,7171,0,2015,NA
"374","Devon East",73109,53092,5721,25662,16548,815,4346,0,2010,NA
"375","Devon East",76519,54717,5591,25401,3715,0,6870,0,2015,NA
"376","Devon North",74508,51321,2671,18484,24305,697,3720,0,2010,NA
"377","Devon North",74737,52320,3699,22341,15405,3018,7719,0,2015,NA
"378","Devon South West",71035,50372,8391,28500,3767,2408,7306,0,2015,NA
"379","Devon South West",70813,49860,6193,27908,12034,641,3084,0,2010,NA
"380","Devon West & Torridge",77360,55257,2917,25230,22273,1050,3021,0,2010,NA
"381","Devon West & Torridge",78621,56584,6015,28774,7483,3941,10371,0,2015,NA
"382","Dewsbury",79770,53630,22406,20955,1924,1366,6649,0,2015,0.5726844715
"383","Dewsbury",78910,54008,17372,18898,9150,849,0,0,2010,0.5726844715
"384","Don Valley",72597,43420,16472,12877,7422,0,1904,0,2010,0.6855959842
"385","Don Valley",71299,42486,19621,10736,1487,0,9963,0,2015,0.6855959842
"386","Doncaster Central",71136,40420,19840,8386,1717,0,9747,0,2015,0.6631997578
"387","Doncaster Central",72985,41745,16569,10340,8795,0,1421,0,2010,0.6631997578
"388","Doncaster North",70989,39501,20708,7235,1005,757,8928,0,2015,0.7206050853
"389","Doncaster North",71681,41483,19637,8728,6174,0,1797,0,2010,0.7206050853
"390","Dorset Mid & Poole North",64299,46499,2767,23639,13109,1321,5663,0,2015,NA
"391","Dorset Mid & Poole North",64660,46788,2748,20831,21100,0,2109,0,2010,NA
"392","Dorset North",73741,54141,2910,27640,20015,546,2812,0,2010,NA
"393","Dorset North",73759,53385,4785,30227,6226,3038,9109,0,2015,NA
"394","Dorset South",73360,50310,15224,22667,9557,595,2034,0,2010,NA
"395","Dorset South",71534,48597,11762,23756,2901,2275,7304,0,2015,NA
"396","Dorset West",76869,57337,3815,27287,23364,675,2196,0,2010,NA
"397","Dorset West",78000,56458,5633,28329,12199,3242,7055,0,2015,NA
"398","Dover",72930,50224,15443,21737,1572,1295,10177,0,2015,0.6312986991
"399","Dover",71833,50385,16900,22174,7962,0,1747,0,2010,0.6312986991
"400","Down North",60698,33481,0,0,0,1043,0,0,2010,NA
"401","Down North",64207,35947,0,1593,0,1958,1482,0,2015,NA
"402","Down South",75220,42697,0,318,0,0,3044,0,2015,NA
"403","Down South",70784,42589,0,0,0,901,0,0,2010,NA
"404","Dudley North",60717,37992,15885,11704,478,517,9113,0,2015,0.7143022556
"405","Dudley North",60838,38602,14923,14274,4066,0,3267,0,2010,0.7143022556
"406","Dudley South",60363,38210,12453,16723,828,970,7236,0,2015,0.7041731849
"407","Dudley South",60572,38165,12594,16450,5989,0,3132,0,2010,0.7041731849
"408","Dulwich & West Norwood",72817,48214,22461,10684,13096,1266,707,0,2010,NA
"409","Dulwich & West Norwood",76575,51362,27772,11650,5055,4844,1606,0,2015,NA
"410","Dumfries & Galloway",74584,52173,23950,16501,4608,0,695,6419,2010,NA
"411","Dumfries & Galloway",75249,56602,13982,16926,953,0,1301,23440,2015,NA
"412","Dumfriesshire, Clydesdale & Tweeddale",66627,45892,13263,17457,9080,510,637,4945,2010,NA
"413","Dumfriesshire, Clydesdale & Tweeddale",68483,52134,7711,20759,1392,839,1472,19961,2015,NA
"414","Dunbartonshire East",63795,47948,16367,7431,18551,0,545,5054,2010,NA
"415","Dunbartonshire East",66966,54871,6754,4727,19926,804,567,22093,2015,NA
"416","Dunbartonshire West",66086,42266,25905,3242,3434,0,683,8497,2010,NA
"417","Dunbartonshire West",69208,51141,0,3597,816,0,0,30198,2015,NA
"418","Dundee East",67822,48185,9603,7206,1387,895,0,28765,2015,0.3825275627
"419","Dundee East",65471,40568,13529,6177,4285,542,431,15350,2010,0.3825275627
"420","Dundee West",63013,37126,17994,3461,4233,0,0,10716,2010,0.4115098933
"421","Dundee West",65927,44714,10592,3852,1057,1225,0,27684,2015,0.4115098933
"422","Dunfermline & Fife West",78037,55890,17744,6623,2232,1195,0,28096,2015,NA
"423","Dunfermline & Fife West",73590,48947,22639,3305,17169,0,633,5201,2010,NA
"424","Durham North",67544,40967,20698,8622,8617,0,1344,0,2010,NA
"425","Durham North",65359,40146,22047,8403,2046,1246,6404,0,2015,NA
"426","Durham North West",69816,42818,20074,10018,3894,1567,7265,0,2015,NA
"427","Durham North West",70350,43815,18539,8766,10927,0,1259,0,2010,NA
"428","Durham, City of",68832,46252,20496,6146,17429,0,856,0,2010,NA
"429","Dwyfor Meirionnydd",45354,28906,4021,6447,3538,0,776,0,2010,0.4836689985
"430","Dwyfor Meirionnydd",44394,28913,3904,6550,1153,981,3126,0,2015,0.4836689985
"431","Ealing Central & Acton",70251,47200,14228,17944,13041,737,765,0,2010,NA
"432","Ealing Central & Acton",71422,50894,22002,21728,3106,1841,1926,0,2015,NA
"433","Ealing North",73881,48510,26745,14419,1575,1635,3922,0,2015,0.4625609216
"434","Ealing North",73104,47678,24023,14722,6283,505,685,0,2010,0.4625609216
"435","Ealing Southall",66970,42756,22024,12733,6383,705,0,0,2010,NA
"436","Ealing Southall",65606,43321,28147,9387,1550,2007,1769,0,2015,NA
"437","Easington",61659,34624,21132,4478,834,733,6491,0,2015,0.6657309975
"438","Easington",63879,34914,20579,4790,5597,0,1631,0,2010,0.6657309975
"439","East Ham",87382,52290,40563,6311,856,1299,2622,0,2015,0.4691542632
"440","East Ham",90674,50373,35471,7645,5849,586,0,0,2010,0.4691542632
"441","East Kilbride, Strathaven & Lesmahagow",83205,60539,17151,7129,1042,0,1221,33678,2015,NA
"442","East Kilbride, Strathaven & Lesmahagow",76534,50946,26241,6613,5052,1003,0,11738,2010,NA
"443","East Lothian",79481,59014,18301,11511,1517,1245,1178,25104,2015,0.3539559572
"444","East Lothian",73348,49161,21919,9661,8288,862,548,7883,2010,0.3539559572
"445","Eastbourne",77840,52124,2497,21223,24658,0,1305,0,2010,0.5762499801
"446","Eastbourne",78262,52907,4143,20934,20201,1351,6139,0,2015,0.5762499801
"447","Eastleigh",79609,55505,7181,23464,14317,1513,8783,0,2015,0.5401918453
"448","Eastleigh",77436,53650,5153,21102,24966,0,1933,0,2010,0.5401918453
"449","Eddisbury",68569,47352,11193,24167,4289,1624,5778,0,2015,0.5223282163
"450","Eddisbury",72100,45414,9794,23472,10217,0,1931,0,2010,0.5223282163
"451","Edinburgh East",67141,47089,14082,4670,1325,2809,898,23188,2015,0.2763678537
"452","Edinburgh East",60945,39865,17314,4358,7751,2035,0,8133,2010,0.2763678537
"453","Edinburgh North & Leith",69207,47356,17740,7079,16016,1062,0,4568,2010,NA
"454","Edinburgh North & Leith",80910,58008,0,9378,2634,3140,847,23742,2015,NA
"455","Edinburgh South",59362,43801,15215,9452,14899,881,0,3354,2010,0.2215338737
"456","Edinburgh South",65801,49286,19293,8626,1823,2090,601,16656,2015,0.2215338737
"457","Edinburgh South West",66361,45462,19473,11026,8194,872,0,5530,2010,0.2786164648
"458","Edinburgh South West",72149,51602,14033,10444,1920,1965,1072,22168,2015,0.2786164648
"459","Edinburgh West",71717,54858,6425,6732,18168,1140,1015,21378,2015,0.2876601964
"460","Edinburgh West",65159,46447,12881,10767,16684,0,0,6115,2010,0.2876601964
"461","Edmonton",63904,40377,21665,12052,4252,516,1036,0,2010,0.455096172
"462","Edmonton",66016,41338,0,9969,897,1358,3366,0,2015,0.455096172
"463","Ellesmere Port & Neston",66509,44233,19750,15419,6663,0,1619,0,2010,NA
"464","Ellesmere Port & Neston",69223,46727,22316,16041,1563,990,5594,0,2015,NA
"465","Elmet & Rothwell",79143,57797,19488,27978,2640,1261,6430,0,2015,NA
"466","Elmet & Rothwell",77724,55789,19257,23778,9109,0,1593,0,2010,NA
"467","Eltham",62590,41964,17416,15753,5299,419,1011,0,2010,0.5181526511
"468","Eltham",63998,43157,18393,15700,1308,1275,6481,0,2015,0.5181526511
"469","Enfield North",66261,44453,17112,18804,5403,489,938,0,2010,0.4921544262
"470","Enfield North",68118,46137,20172,19086,1059,1303,4133,0,2015,0.4921544262
"471","Enfield Southgate",64139,44352,14302,21928,6124,632,505,0,2010,NA
"472","Enfield Southgate",64937,45812,17871,22624,1518,1690,2109,0,2015,NA
"473","Epping Forest",73447,49348,7962,27027,3448,1782,9049,0,2015,0.6107376735
"474","Epping Forest",72186,46584,6641,25148,10017,659,1852,0,2010,0.6107376735
"475","Epsom & Ewell",79908,54955,6538,30868,14734,0,2549,0,2010,NA
"476","Epsom & Ewell",78633,57143,8866,33309,5002,2116,7117,0,2015,NA
"477","Erewash",71943,48322,17052,20636,1658,1184,7792,0,2015,0.633037158
"478","Erewash",69655,47642,16304,18805,8343,534,855,0,2010,0.633037158
"479","Erith & Thamesmead",69900,42476,19068,13365,5116,322,1139,0,2010,NA
"480","Erith & Thamesmead",70397,42617,21209,11684,972,941,7368,0,2015,NA
"481","Esher & Walton",79894,56976,7229,35845,5372,2355,5551,0,2015,NA
"482","Esher & Walton",75338,54543,5829,32134,13541,0,1783,0,2010,NA
"483","Exeter",76968,54018,25062,17879,2321,3491,5075,0,2015,0.4470640158
"484","Exeter",77158,52247,19942,17221,10581,792,1930,0,2010,0.4470640158
"485","Falkirk",83380,60340,15130,7325,1225,0,1829,34831,2015,0.4199140734
"486","Falkirk",81869,50777,23207,5698,5225,0,1283,15364,2010,0.4199140734
"487","Fareham",75915,54345,7719,30037,12945,791,2235,0,2010,0.554141921
"488","Fareham",77114,54700,7800,30689,4814,2129,8427,0,2015,0.554141921
"489","Faversham & Kent Mid",68858,46712,7748,26250,9162,890,1722,0,2010,NA
"490","Faversham & Kent Mid",69523,45803,7403,24895,3039,1768,8243,0,2015,NA
"491","Feltham & Heston",82340,49405,0,14382,1579,1390,6209,0,2015,NA
"492","Feltham & Heston",81058,48536,21174,16516,6679,530,992,0,2010,NA
"493","Fermanagh & South Tyrone",70108,50864,0,0,0,788,0,0,2015,NA
"494","Fermanagh & South Tyrone",67908,46803,0,0,0,0,0,0,2010,NA
"495","Fife North East",62003,45263,3476,7373,14179,1387,0,18523,2015,NA
"496","Fife North East",62771,40064,6869,8715,17763,0,1032,5685,2010,NA
"497","Filton & Bradley Stoke",69003,48301,12772,19686,12197,441,1506,0,2010,NA
"498","Filton & Bradley Stoke",71310,49101,13082,22920,3581,2257,7261,0,2015,NA
"499","Finchley & Golders Green",72530,50759,20173,25835,1662,1357,1732,0,2015,NA
"500","Finchley & Golders Green",70722,47157,15879,21688,8036,737,817,0,2010,NA
"501","Folkestone & Hythe",78005,52800,5719,26109,15987,637,2439,0,2010,NA
"502","Folkestone & Hythe",83651,55010,7939,26323,4882,2956,12526,0,2015,NA
"503","Forest of Dean",68419,48763,11789,22853,10676,923,2522,0,2010,0.5806625702
"504","Foyle",70036,37002,0,132,0,0,832,0,2015,NA
"505","Foyle",65843,37889,0,0,0,0,0,0,2010,NA
"506","Fylde",65679,43557,8182,21406,1623,1381,5569,0,2015,0.5655708102
"507","Fylde",65926,43690,8624,22826,9641,654,1945,0,2010,0.5655708102
"508","Gainsborough",72939,49251,7701,24266,13707,0,2065,0,2010,0.6203270159
"509","Gainsborough",74686,49261,10500,25949,3290,1290,7727,0,2015,0.6203270159
"510","Garston & Halewood",71312,42825,25493,6908,8616,0,1540,0,2010,NA
"511","Garston & Halewood",73719,48983,33839,6693,2279,1690,4482,0,2015,NA
"512","Gateshead",64524,37949,21549,5502,2585,1548,6765,0,2015,0.5604693175
"513","Gateshead",66492,38257,20712,5716,8163,379,1103,0,2010,0.5604693175
"514","Gedling",70866,48190,19821,17962,7350,0,1459,0,2010,0.5619792121
"515","Gedling",70000,47998,20307,17321,1906,1534,6930,0,2015,0.5619792121
"516","Gillingham & Rainham",70814,46786,12944,21624,8484,356,1515,0,2010,NA
"517","Gillingham & Rainham",70984,47078,12060,22590,1707,1133,9199,0,2015,NA
"518","Glasgow Central",70945,39318,12996,2359,612,1559,786,20658,2015,0.2875060852
"519","Glasgow Central",60105,30580,15908,2158,5010,800,246,5357,2010,0.2875060852
"520","Glasgow East",61865,32164,19797,1453,1617,0,209,7957,2010,0.4383731411
"521","Glasgow East",70378,42417,13729,2544,318,381,1105,24116,2015,0.4383731411
"522","Glasgow North",60169,36922,10315,2901,1012,2284,486,19610,2015,0.2162047426
"523","Glasgow North",51490,29613,13181,2089,9283,947,0,3530,2010,0.2162047426
"524","Glasgow North East",59861,29409,20100,1569,2262,0,0,4158,2010,0.406576167
"525","Glasgow North East",66678,37857,12754,1769,300,615,0,21976,2015,0.406576167
"526","Glasgow North West",68418,43854,13544,3692,1194,1167,0,23908,2015,0.3149285296
"527","Glasgow North West",60997,35582,19233,3537,5622,882,0,5430,2010,0.3149285296
"528","Glasgow South",74051,48778,14504,4752,1019,1431,0,26773,2015,0.2819188863
"529","Glasgow South",65069,40094,20736,4592,4739,961,0,8078,2010,0.2819188863
"530","Glasgow South West",58191,31781,19863,2084,2870,0,0,5192,2010,0.4086436703
"531","Glasgow South West",66209,40921,0,2036,406,507,970,23388,2015,0.4086436703
"532","Glenrothes",69781,47598,0,3685,892,0,0,28459,2015,0.4646249082
"533","Glenrothes",67765,40501,25247,2922,3108,0,425,8799,2010,0.4646249082
"534","Gloucester",82968,52575,16586,23837,2828,1485,7497,0,2015,0.5890014719
"535","Gloucester",79321,50764,17847,20267,9767,511,1808,0,2010,0.5890014719
"536","Gordon",79393,58161,3441,6807,19030,0,1166,27717,2015,0.4456318835
"537","Gordon",73420,48775,9811,9111,17575,752,0,10827,2010,0.4456318835
"538","Gosport",73268,47665,6926,26364,3298,1707,9266,0,2015,0.6197471542
"539","Gosport",72816,46939,7944,24300,9887,573,1496,0,2010,0.6197471542
"540","Gower",61696,41671,16016,13333,7947,0,652,0,2010,0.5017664981
"541","Gower",61820,42758,15835,15862,1552,1161,4773,0,2015,0.5017664981
"542","Grantham & Stamford",78008,52799,9503,26552,11726,0,1604,0,2010,NA
"543","Grantham & Stamford",81150,53755,9070,28399,3263,1872,9410,0,2015,NA
"544","Gravesham",70195,47303,13644,22956,6293,675,2265,0,2010,0.6537720795
"545","Gravesham",72043,50139,15114,23484,1111,1124,9306,0,2015,0.6537720795
"546","Great Grimsby",59200,33731,13414,8874,1680,783,8417,0,2015,0.7144662955
"547","Great Grimsby",61229,32954,10777,10063,7388,0,2043,0,2010,0.7144662955
"548","Great Yarmouth",69793,44469,12935,19089,1030,978,10270,0,2015,0.7150494733
"549","Great Yarmouth",70315,43057,14295,18571,6188,416,2066,0,2010,0.7150494733
"550","Greenwich & Woolwich",65489,41188,20262,10109,7498,1054,0,0,2010,NA
"551","Greenwich & Woolwich",73315,46716,24384,12438,2645,2991,3888,0,2015,NA
"552","Guildford",75733,53986,6534,30802,8354,2558,4774,0,2015,0.4117792506
"553","Guildford",77082,55567,2812,29618,21836,0,1021,0,2010,0.4117792506
"554","Hackney North & Stoke Newington",73906,46461,25553,6759,11092,2133,0,0,2010,NA
"555","Hackney North & Stoke Newington",88153,49887,31357,7349,2492,7281,1085,0,2015,NA
"556","Hackney South & Shoreditch",72841,42858,23888,5800,9600,1493,651,0,2010,NA
"557","Hackney South & Shoreditch",84971,47580,0,6420,2186,5519,1818,0,2015,NA
"558","Halesowen & Rowley Regis",63693,43979,16092,18115,6515,0,2824,0,2010,NA
"559","Halesowen & Rowley Regis",66048,43818,15851,18933,905,849,7280,0,2015,NA
"560","Halifax",70380,43555,16278,14806,8335,0,654,0,2010,0.5882165334
"561","Halifax",70462,43753,17506,17078,1629,1142,5621,0,2015,0.5882165334
"562","Haltemprice & Howden",70254,48737,7630,24486,12884,669,0,0,2010,NA
"563","Haltemprice & Howden",71195,48757,10219,26414,3055,1809,6781,0,2015,NA
"564","Halton",68846,41338,23843,8339,5718,647,1228,0,2010,0.5782347297
"565","Halton",72818,45023,28292,8007,1097,1017,6333,0,2015,0.5782347297
"566","Hammersmith",72254,47960,23981,17463,2224,2105,2105,0,2015,0.3103877818
"567","Hammersmith",72348,47452,20810,17261,7567,696,551,0,2010,0.3103877818
"568","Hampshire East",72262,51317,4043,29137,15640,0,1477,0,2010,NA
"569","Hampshire East",71074,51649,5220,31334,5732,3176,6187,0,2015,NA
"570","Hampshire North East",72196,52939,5173,32075,13478,0,2213,0,2010,NA
"571","Hampshire North East",76918,54000,5290,35573,5657,2364,4732,0,2015,NA
"572","Hampshire North West",79223,55195,7342,32052,5151,2541,8109,0,2015,NA
"573","Hampshire North West",76695,53292,6980,31072,12489,0,2751,0,2010,NA
"574","Hampstead & Kilburn",80195,53964,23977,22839,3039,2387,1532,0,2015,NA
"575","Hampstead & Kilburn",80373,52822,17332,17290,16491,759,408,0,2010,NA
"576","Harborough",77917,54945,6981,26894,17097,0,1462,0,2010,0.5224663693
"577","Harborough",77760,52471,8043,27675,7037,2177,7539,0,2015,0.5224663693
"578","Harlow",67994,44251,13273,21623,904,954,7208,0,2015,0.6801852808
"579","Harlow",67583,43878,14766,19691,5990,0,1591,0,2010,0.6801852808
"580","Harrogate & Knaresborough",74760,53134,3413,24305,23266,0,1056,0,2010,NA
"581","Harrogate & Knaresborough",76408,53376,5409,28153,11782,2351,5681,0,2015,NA
"582","Harrow East",70510,48006,18032,21435,6850,793,896,0,2010,0.4747858454
"583","Harrow East",70981,49000,19911,24668,1037,846,2333,0,2015,0.4747858454
"584","Harrow West",69644,46603,0,19677,1567,1310,2047,0,2015,0.4505624317
"585","Harrow West",68554,46116,20111,16968,7458,625,954,0,2010,0.4505624317
"586","Hartlepool",69947,39490,14076,8256,761,1341,11052,0,2015,0.6956832972
"587","Hartlepool",68927,38242,16267,10758,6533,0,2682,0,2010,0.6956832972
"588","Harwich & Essex North",70743,49000,9774,23001,11554,909,2527,0,2010,NA
"589","Harwich & Essex North",69290,48432,9548,24722,3576,2122,8464,0,2015,NA
"590","Hastings & Rye",77030,49814,18475,20468,7825,0,1397,0,2010,NA
"591","Hastings & Rye",75095,50927,0,22686,1614,1951,6786,0,2015,NA
"592","Havant",69662,43903,7777,22433,10273,0,2611,0,2010,0.6245058088
"593","Havant",70573,44828,7149,23159,2929,2352,9239,0,2015,0.6245058088
"594","Hayes & Harlington",70231,42637,23377,12553,3726,348,0,0,2010,NA
"595","Hayes & Harlington",74874,45056,26843,11143,888,794,5388,0,2015,NA
"596","Hazel Grove",62300,41981,5234,14114,20485,0,2148,0,2010,0.5220859153
"597","Hazel Grove",63098,43219,7584,17882,11330,1140,5283,0,2015,0.5220859153
"598","Hemel Hempstead",72752,49471,10295,24721,11315,0,1254,0,2010,0.5516880434
"599","Hemel Hempstead",74616,49633,11825,26245,2402,1660,7249,0,2015,0.5516880434
"600","Hemsworth",72714,42406,21772,9694,1357,0,8565,0,2015,0.6812554559
"601","Hemsworth",75542,43840,20506,10662,5667,0,0,0,2010,0.6812554559
"602","Hendon",72943,46374,19529,19635,5734,518,958,0,2010,0.4193508856
"603","Hendon",75285,49630,20604,24328,1088,1015,2595,0,2015,0.4193508856
"604","Henley",77946,55236,6917,32292,6205,3815,6007,0,2015,0.4307181625
"605","Henley",73123,53520,5835,30054,13466,1328,1817,0,2010,0.4307181625
"606","Hereford & Herefordshire South",71485,47257,6042,24844,5002,3415,7954,0,2015,NA
"607","Hereford & Herefordshire South",72021,48381,3506,22366,19885,0,1638,0,2010,NA
"608","Herefordshire North",66946,47568,3373,24631,14744,1533,2701,0,2010,NA
"609","Herefordshire North",67926,48023,5478,26716,5768,3341,6720,0,2015,NA
"610","Hertford & Stortford",78459,55377,7620,29810,14373,0,1716,0,2010,NA
"611","Hertford & Stortford",80610,56277,10084,31593,4385,2681,7534,0,2015,NA
"612","Hertfordshire North East",72200,50425,8291,26995,11801,875,2075,0,2010,NA
"613","Hertfordshire North East",74000,52287,9869,28949,3952,2789,6728,0,2015,NA
"614","Hertfordshire South West",79668,57267,9345,32608,5872,2583,6603,0,2015,NA
"615","Hertfordshire South West",78248,56750,6526,30773,15853,0,1450,0,2010,NA
"616","Hertsmere",73057,47270,8871,26476,8210,604,1712,0,2010,0.5083652561
"617","Hertsmere",73767,50091,11235,29696,2777,0,6383,0,2015,0.5083652561
"618","Hexham",59708,43345,10803,22834,2961,2445,4302,0,2015,0.4538836705
"619","Hexham",60360,43483,8253,18795,13007,0,0,0,2010,0.4538836705
"620","Heywood & Middleton",80171,46125,18499,12528,10474,0,1215,0,2010,NA
"621","Heywood & Middleton",79989,48538,20926,9268,1607,1110,15627,0,2015,NA
"622","High Peak",71458,50337,15910,20587,10993,922,1690,0,2010,0.5054802765
"623","High Peak",73336,50789,17942,22836,2389,1811,5811,0,2015,0.5054802765
"624","Hitchin & Harpenden",73851,54707,7413,29869,14598,807,1663,0,2010,NA
"625","Hitchin & Harpenden",80333,55375,11433,31488,4484,3053,4917,0,2015,NA
"626","Holborn & St Pancras",86563,54649,25198,11134,15256,1480,587,0,2010,NA
"627","Holborn & St Pancras",86764,54917,29062,12014,3555,7013,2740,0,2015,NA
"628","Hornchurch & Upminster",78547,53390,11098,27469,7426,542,2848,0,2010,NA
"629","Hornchurch & Upminster",79331,55236,11103,27051,1501,1411,13977,0,2015,NA
"630","Hornsey & Wood Green",78748,55042,18720,9174,25595,1261,0,0,2010,NA
"631","Hornsey & Wood Green",79247,57785,29417,5347,18359,3146,1271,0,2015,NA
"632","Horsham",77564,55841,4189,29447,17987,570,2839,0,2010,0.4866966003
"633","Horsham",79085,56925,6499,32627,6647,2198,7969,0,2015,0.4866966003
"634","Houghton & Sunderland South",68729,38021,19137,8147,5292,0,1022,0,2010,NA
"635","Houghton & Sunderland South",68324,38489,21218,7105,791,1095,8280,0,2015,NA
"636","Hove",73505,52214,22082,20846,1861,3569,3265,0,2015,0.3392146965
"637","Hove",71720,49819,16426,18294,11240,2568,1206,0,2010,0.3392146965
"638","Huddersfield",66318,40524,15725,11253,10023,1641,0,0,2010,0.5108125048
"639","Huddersfield",65269,40478,0,10841,2365,2798,5948,0,2015,0.5108125048
"640","Hull East",65710,35144,18180,5593,2294,806,7861,0,2015,NA
"641","Hull East",67530,34184,16387,5667,7790,0,2745,0,2010,NA
"642","Hull North",64148,35336,18661,5306,3175,2066,5762,0,2015,NA
"643","Hull North",64082,33291,13044,4365,12403,478,1358,0,2010,NA
"644","Hull West & Hessle",57264,31505,13378,6361,7636,0,1688,0,2010,NA
"645","Hull West & Hessle",59100,31803,15646,5561,3169,943,6313,0,2015,NA
"646","Huntingdon",82593,55927,10249,29652,4375,2178,9473,0,2015,0.5327471457
"647","Huntingdon",83557,54266,5982,26516,15697,652,3258,0,2010,0.5327471457
"648","Hyndburn",67221,42672,17531,14441,5033,463,1481,0,2010,0.6575179215
"649","Hyndburn",68341,42887,18076,13676,859,1122,9154,0,2015,0.6575179215
"650","Ilford North",75294,48932,21463,20874,1130,1023,4355,0,2015,0.5256689865
"651","Ilford North",72372,47018,16102,21506,5966,572,871,0,2010,0.5256689865
"652","Ilford South",86220,51191,25301,14014,8679,1319,1132,0,2010,0.4387414549
"653","Ilford South",91987,51912,0,13455,1014,1506,2705,0,2015,0.4387414549
"654","Inverclyde",59350,44607,13522,4446,1106,0,715,24585,2015,0.3620342137
"655","Inverclyde",59209,37512,20993,4502,5007,0,433,6577,2010,0.3620342137
"656","Inverness, Nairn, Badenoch & Strathspey",72528,47086,10407,6278,19172,789,574,8803,2010,NA
"657","Inverness, Nairn, Badenoch & Strathspey",77628,57613,4311,3410,18029,1367,1236,28838,2015,NA
"658","Ipswich",74499,48694,18061,21794,1400,1736,5703,0,2015,0.5656765982
"659","Ipswich",75770,46941,16292,18371,8556,775,1365,0,2010,0.5656765982
"660","Isle of Wight",109922,70264,8169,32810,22283,931,2435,0,2010,0.6194633409
"661","Islington North",73326,49234,29659,8465,3984,5043,1971,0,2015,0.2161112362
"662","Islington North",68119,44554,24276,6339,11875,1348,716,0,2010,0.2161112362
"663","Islington South & Finsbury",68127,44270,22547,9839,4829,3371,3375,0,2015,NA
"664","Islington South & Finsbury",67650,43555,18407,8449,14838,710,701,0,2010,NA
"665","Islwyn",55697,35401,0,5366,950,659,6932,0,2015,0.5886667507
"666","Islwyn",54866,34684,17069,4854,3597,0,930,0,2010,0.5886667507
"667","Jarrow",64002,38564,21464,6584,1238,1310,7583,0,2015,0.6161596892
"668","Jarrow",64350,38784,20910,8002,7163,0,0,0,2010,0.6161596892
"669","Keighley",65893,47692,17063,20003,7059,0,1470,0,2010,0.5332509525
"670","Keighley",68865,49123,18713,21766,1321,1661,5662,0,2015,0.5332509525
"671","Kenilworth & Southam",64362,48431,6949,25945,13393,568,1214,0,2010,NA
